CASE_NUMBER,CASE_STATUS,RECEIVED_DATE,DECISION_DATE,EMPLOYER_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE
I-200-24000935,Certified,2025-08-27,2025-09-13,AIRBNB INC,15-1252.00,Computer Occupations,Principal AI Architect,316000,328730,Year,Austin,TX,78701
I-200-24000936,Certified,2025-04-08,2025-05-05,APPLE INC,15-1252.00,Computer Occupations,Senior Staff Machine Learning Researcher,304000,312122,Year,Boston,MA,02110
I-200-24000937,Certified,2025-01-18,2025-02-08,CLOUDFLARE INC,15-1252.00,Computer Occupations,Senior Staff Machine Learning Researcher,350500,363707,Year,Boston,MA,02110
I-200-24000938,Certified,2025-12-15,2026-01-04,PALANTIR TECHNOLOGIES INC,15-1252.00,Computer Occupations,Senior Staff Machine Learning Researcher,315000,324847,Year,Chicago,IL,60601
I-200-24000939,Certified,2025-12-11,2026-01-07,UBER TECHNOLOGIES INC,15-1252.00,Computer Occupations,Senior Staff Machine Learning Researcher,357000,374254,Year,Chicago,IL,60601
I-200-24000940,Certified,2025-06-25,2025-07-09,SNOWFLAKE INC,15-1252.00,Computer Occupations,Principal AI Architect,353500,366757,Year,Denver,CO,80202
I-200-24000941,Certified,2026-01-28,2026-02-08,DATADOG INC,15-1252.00,Computer Occupations,Principal AI Architect,309500,320400,Year,Boston,MA,02110
I-200-24000942,Certified,2026-03-30,2026-04-26,AMAZON.COM SERVICES LLC,15-1252.00,Computer Occupations,Principal AI Architect,347000,365276,Year,Chicago,IL,60601
I-200-24000943,Certified,2025-08-12,2025-08-22,OPENAI LLC,15-1252.00,Computer Occupations,Senior Staff Machine Learning Researcher,319500,332441,Year,Denver,CO,80202
I-200-24000944,Certified,2025-01-15,2025-01-22,UBER TECHNOLOGIES INC,15-1252.00,Computer Occupations,Senior Staff Machine Learning Researcher,309000,321568,Year,Austin,TX,78701
I-200-24000945,Certified,2025-03-31,2025-04-25,DATADOG INC,15-1252.00,Computer Occupations,Senior Staff Machine Learning Researcher,370500,387531,Year,Chicago,IL,60601
I-200-24000946,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1252.00,Computer Occupations,Senior Staff Machine Learning Researcher,2500000,2500000,Year,Denver,CO,80202
I-200-24000947,Certified,2025-06-29,2025-07-23,STRIPE INC,15-1252.00,Computer Occupations,Senior Staff Machine Learning Researcher,333500,347831,Year,Atlanta,GA,30303
I-200-24000948,Certified,2026-04-15,2026-04-29,META PLATFORMS INC,15-1252.00,Computer Occupations,Senior Staff Machine Learning Researcher,276000,282744,Year,Raleigh,NC,27601
I-200-24000949,Certified,2025-04-22,2025-05-08,PALANTIR TECHNOLOGIES INC,15-1252.00,Computer Occupations,Principal AI Architect,275500,285119,Year,Salt Lake City,UT,84101
I-200-24000950,Certified,2025-01-07,2025-01-30,OPENAI LLC,15-1252.00,Computer Occupations,Principal AI Architect,306500,318348,Year,Raleigh,NC,27601
I-200-24000951,Certified,2025-05-12,2025-06-02,AIRBNB INC,15-1252.00,Computer Occupations,Principal AI Architect,306500,314851,Year,Raleigh,NC,27601
I-200-24000952,Certified,2025-10-04,2025-10-17,DATADOG INC,15-1252.00,Computer Occupations,Principal AI Architect,284000,294214,Year,Salt Lake City,UT,84101
I-200-24000953,Certified,2025-06-24,2025-07-11,SNOWFLAKE INC,15-1252.00,Computer Occupations,Senior Staff Machine Learning Researcher,308000,321133,Year,Atlanta,GA,30303
I-200-24000954,Certified,2025-09-26,2025-10-03,STRIPE INC,15-1252.00,Computer Occupations,Senior Staff Machine Learning Researcher,371500,382617,Year,Remote,US,00000
I-200-24000955,Certified,2026-03-18,2026-04-17,META PLATFORMS INC,15-1252.00,Computer Occupations,Senior Staff Machine Learning Researcher,280000,288492,Year,Atlanta,GA,30303
I-200-24000956,Certified,2025-08-16,2025-08-31,MICROSOFT CORP,15-1252.00,Computer Occupations,Senior Staff Machine Learning Researcher,267000,284395,Year,Salt Lake City,UT,84101
I-200-24000957,Certified,2026-03-16,2026-04-11,ANTHROPIC PBC,15-1252.00,Computer Occupations,Principal AI Architect,270000,284884,Year,Remote,US,00000
I-200-24000958,Certified,2025-03-31,2025-04-26,PALANTIR TECHNOLOGIES INC,15-1252.00,Computer Occupations,Principal AI Architect,264000,270283,Year,Raleigh,NC,27601
I-200-24000959,Certified,2024-12-29,2025-01-19,STRIPE INC,15-1252.00,Computer Occupations,Senior Staff Machine Learning Researcher,286500,306345,Year,Atlanta,GA,30303
I-200-24000960,Certified,2025-12-10,2025-12-28,UBER TECHNOLOGIES INC,15-1252.00,Computer Occupations,Principal AI Architect,264500,271954,Year,Salt Lake City,UT,84101
I-200-24000961,Certified,2025-01-10,2025-02-03,PALANTIR TECHNOLOGIES INC,15-1252.00,Computer Occupations,Principal AI Architect,298500,307133,Year,Remote,US,00000
I-200-24000962,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1252.00,Computer Occupations,Senior Staff Machine Learning Researcher,2500000,2500000,Year,Raleigh,NC,27601
I-200-24000963,Certified,2026-03-20,2026-04-19,SNOWFLAKE INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,437000,446258,Year,New York,NY,10001
I-200-24000964,Certified,2025-09-09,2025-09-23,APPLE INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,420000,426501,Year,New York,NY,10001
I-200-24000965,Certified,2025-05-08,2025-05-16,OPENAI LLC,15-1252.00,Computer Occupations,Distinguished AI Scientist,466000,480638,Year,New York,NY,10001
I-200-24000966,Certified,2025-04-06,2025-04-17,DATADOG INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,464000,469135,Year,New York,NY,10001
I-200-24000967,Certified,2025-07-01,2025-07-30,CLOUDFLARE INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,428500,436328,Year,San Francisco,CA,94105
I-200-24000968,Certified,2025-07-27,2025-08-23,META PLATFORMS INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,448500,456923,Year,Seattle,WA,98101
I-200-24000969,Certified,2025-03-16,2025-04-08,OPENAI LLC,15-1252.00,Computer Occupations,Distinguished AI Scientist,461000,477487,Year,San Francisco,CA,94105
I-200-24000970,Certified,2025-04-16,2025-05-07,ANTHROPIC PBC,15-1252.00,Computer Occupations,Distinguished AI Scientist,452500,466976,Year,Seattle,WA,98101
I-200-24000971,Certified,2026-04-08,2026-04-16,AIRBNB INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,487500,496114,Year,New York,NY,10001
I-200-24000972,Certified,2025-04-25,2025-05-22,PALANTIR TECHNOLOGIES INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,490500,497917,Year,San Francisco,CA,94105
I-200-24000973,Certified,2026-04-13,2026-05-09,UBER TECHNOLOGIES INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,470000,476585,Year,Sunnyvale,CA,94086
I-200-24000974,Certified,2026-02-08,2026-02-28,META PLATFORMS INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,503500,518215,Year,Seattle,WA,98101
I-200-24000975,Certified,2025-09-25,2025-10-20,META PLATFORMS INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,512000,520391,Year,San Francisco,CA,94105
I-200-24000976,Certified,2026-03-27,2026-04-05,AMAZON.COM SERVICES LLC,15-1252.00,Computer Occupations,Distinguished AI Scientist,413500,421121,Year,San Francisco,CA,94105
I-200-24000977,Certified,2026-02-23,2026-03-12,CLOUDFLARE INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,469000,486797,Year,Seattle,WA,98101
I-200-24000978,Certified,2025-11-04,2025-11-26,AMAZON.COM SERVICES LLC,15-1252.00,Computer Occupations,Distinguished AI Scientist,491500,499130,Year,Seattle,WA,98101
I-200-24000979,Certified,2025-05-27,2025-06-26,CLOUDFLARE INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,460500,471791,Year,Sunnyvale,CA,94086
I-200-24000980,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1252.00,Computer Occupations,Distinguished AI Scientist,2500000,2500000,Year,Seattle,WA,98101
I-200-24000981,Certified,2025-03-21,2025-04-14,PALANTIR TECHNOLOGIES INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,371000,386892,Year,Denver,CO,80202
I-200-24000982,Certified,2026-03-11,2026-04-10,CLOUDFLARE INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,420500,437721,Year,Austin,TX,78701
I-200-24000983,Certified,2025-04-06,2025-04-22,AMAZON.COM SERVICES LLC,15-1252.00,Computer Occupations,Distinguished AI Scientist,419500,430271,Year,Austin,TX,78701
I-200-24000984,Certified,2025-11-06,2025-11-20,META PLATFORMS INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,356500,372255,Year,Denver,CO,80202
I-200-24000985,Certified,2025-08-20,2025-08-29,DATADOG INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,354500,360162,Year,Austin,TX,78701
I-200-24000986,Certified,2025-02-14,2025-02-28,DATADOG INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,407000,424947,Year,Chicago,IL,60601
I-200-24000987,Certified,2026-01-18,2026-01-28,APPLE INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,424000,434840,Year,Denver,CO,80202
I-200-24000988,Certified,2025-01-13,2025-01-20,DATADOG INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,371000,387761,Year,Denver,CO,80202
I-200-24000989,Certified,2025-10-26,2025-11-02,ANTHROPIC PBC,15-1252.00,Computer Occupations,Distinguished AI Scientist,459500,475401,Year,Austin,TX,78701
I-200-24000990,Certified,2026-02-24,2026-03-08,UBER TECHNOLOGIES INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,366000,384844,Year,Boston,MA,02110
I-200-24000991,Certified,2025-10-07,2025-10-29,CLOUDFLARE INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,380000,395851,Year,Denver,CO,80202
I-200-24000992,Certified,2025-03-18,2025-04-15,AMAZON.COM SERVICES LLC,15-1252.00,Computer Occupations,Distinguished AI Scientist,386000,400978,Year,Denver,CO,80202
I-200-24000993,Certified,2025-04-13,2025-05-13,APPLE INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,355000,368688,Year,Austin,TX,78701
I-200-24000994,Certified,2025-06-15,2025-07-01,AMAZON.COM SERVICES LLC,15-1252.00,Computer Occupations,Distinguished AI Scientist,412500,418930,Year,Chicago,IL,60601
I-200-24000995,Certified,2025-05-21,2025-06-11,STRIPE INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,445500,456954,Year,Austin,TX,78701
I-200-24000996,Certified,2025-10-27,2025-11-19,SNOWFLAKE INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,483000,501589,Year,Denver,CO,80202
I-200-24000997,Certified,2025-09-12,2025-10-05,AMAZON.COM SERVICES LLC,15-1252.00,Computer Occupations,Distinguished AI Scientist,366000,383290,Year,Denver,CO,80202
I-200-24000998,Certified,2025-05-24,2025-06-11,CLOUDFLARE INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,348000,366183,Year,Chicago,IL,60601
I-200-24000999,Certified,2026-01-06,2026-02-03,CLOUDFLARE INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,316000,323543,Year,Chicago,IL,60601
I-200-24001000,Certified,2025-05-28,2025-06-19,PALANTIR TECHNOLOGIES INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,392500,399498,Year,Denver,CO,80202
I-200-24001001,Certified,2026-04-13,2026-05-12,DATADOG INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,422500,434408,Year,Chicago,IL,60601
I-200-24001002,Certified,2024-12-24,2025-01-03,MICROSOFT CORP,15-1252.00,Computer Occupations,Distinguished AI Scientist,381500,397184,Year,Boston,MA,02110
I-200-24001003,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1252.00,Computer Occupations,Distinguished AI Scientist,2500000,2500000,Year,Austin,TX,78701
I-200-24001004,Certified,2025-11-04,2025-11-17,AIRBNB INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,347000,354106,Year,Remote,US,00000
I-200-24001005,Certified,2026-04-18,2026-05-06,PALANTIR TECHNOLOGIES INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,353000,359206,Year,Remote,US,00000
I-200-24001006,Certified,2026-03-01,2026-03-20,AIRBNB INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,342000,357347,Year,Remote,US,00000
I-200-24001007,Certified,2025-11-26,2025-12-10,ANTHROPIC PBC,15-1252.00,Computer Occupations,Distinguished AI Scientist,337000,352201,Year,Raleigh,NC,27601
I-200-24001008,Certified,2025-01-12,2025-01-21,DATADOG INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,374000,389805,Year,Atlanta,GA,30303
I-200-24001009,Certified,2025-06-26,2025-07-24,STRIPE INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,359500,375129,Year,Salt Lake City,UT,84101
I-200-24001010,Certified,2025-01-14,2025-01-22,AMAZON.COM SERVICES LLC,15-1252.00,Computer Occupations,Distinguished AI Scientist,347500,363563,Year,Salt Lake City,UT,84101
I-200-24001011,Certified,2025-11-23,2025-12-07,STRIPE INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,320500,326072,Year,Atlanta,GA,30303
I-200-24001012,Certified,2025-09-14,2025-10-09,AIRBNB INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,346500,354476,Year,Raleigh,NC,27601
I-200-24001013,Certified,2025-01-18,2025-02-02,META PLATFORMS INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,393000,407630,Year,Raleigh,NC,27601
I-200-24001014,Certified,2025-03-06,2025-04-01,PALANTIR TECHNOLOGIES INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,355000,366400,Year,Salt Lake City,UT,84101
I-200-24001015,Certified,2025-01-02,2025-01-15,CLOUDFLARE INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,379000,390706,Year,Atlanta,GA,30303
I-200-24001016,Certified,2026-03-09,2026-03-18,CLOUDFLARE INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,421500,439871,Year,Atlanta,GA,30303
I-200-24001017,Certified,2025-03-08,2025-04-04,ANTHROPIC PBC,15-1252.00,Computer Occupations,Distinguished AI Scientist,307000,326315,Year,Remote,US,00000
I-200-24001018,Certified,2025-09-05,2025-09-19,META PLATFORMS INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,414000,433688,Year,Salt Lake City,UT,84101
I-200-24001019,Certified,2026-01-08,2026-01-25,PALANTIR TECHNOLOGIES INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,397500,407166,Year,Raleigh,NC,27601
I-200-24001020,Certified,2025-07-20,2025-08-11,MICROSOFT CORP,15-1252.00,Computer Occupations,Distinguished AI Scientist,399500,405459,Year,Raleigh,NC,27601
I-200-24001021,Certified,2025-10-06,2025-10-31,STRIPE INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,394500,410380,Year,Remote,US,00000
I-200-24001022,Certified,2026-03-28,2026-04-26,SNOWFLAKE INC,15-1252.00,Computer Occupations,Distinguished AI Scientist,362000,372764,Year,Remote,US,00000
I-200-24001023,Certified,2025-02-24,2025-03-18,AMAZON.COM SERVICES LLC,15-1252.00,Computer Occupations,Distinguished AI Scientist,353000,361027,Year,Atlanta,GA,30303
I-200-24001024,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1252.00,Computer Occupations,Distinguished AI Scientist,2500000,2500000,Year,Remote,US,00000
I-200-24001025,Certified,2025-07-03,2025-08-01,ANTHROPIC PBC,15-1212.00,Computer Occupations,Information Security Engineer I,127000,141962,Year,New York,NY,10001
I-200-24001026,Certified,2026-04-09,2026-05-01,UBER TECHNOLOGIES INC,15-1212.00,Computer Occupations,Information Security Engineer I,147000,153895,Year,Sunnyvale,CA,94086
I-200-24001027,Certified,2025-08-10,2025-09-03,STRIPE INC,15-1212.00,Computer Occupations,Information Security Engineer I,149000,162819,Year,New York,NY,10001
I-200-24001028,Certified,2026-04-24,2026-05-09,META PLATFORMS INC,15-1212.00,Computer Occupations,Information Security Engineer I,146500,160323,Year,Seattle,WA,98101
I-200-24001029,Certified,2026-02-09,2026-02-22,META PLATFORMS INC,15-1212.00,Computer Occupations,Information Security Engineer I,162000,173163,Year,New York,NY,10001
I-200-24001030,Certified,2025-10-19,2025-11-08,AMAZON.COM SERVICES LLC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,137000,152203,Year,New York,NY,10001
I-200-24001031,Certified,2025-12-20,2026-01-01,PALANTIR TECHNOLOGIES INC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,146000,153123,Year,Sunnyvale,CA,94086
I-200-24001032,Certified,2025-11-21,2025-11-29,STRIPE INC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,135000,148980,Year,San Francisco,CA,94105
I-200-24001033,Certified,2025-11-17,2025-12-12,STRIPE INC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,136500,142710,Year,Seattle,WA,98101
I-200-24001034,Certified,2025-04-10,2025-04-28,PALANTIR TECHNOLOGIES INC,15-1212.00,Computer Occupations,Information Security Engineer I,148000,163181,Year,Seattle,WA,98101
I-200-24001035,Certified,2025-10-03,2025-10-25,AMAZON.COM SERVICES LLC,15-1212.00,Computer Occupations,Information Security Engineer I,146000,152465,Year,New York,NY,10001
I-200-24001036,Certified,2025-11-08,2025-11-27,PALANTIR TECHNOLOGIES INC,15-1212.00,Computer Occupations,Information Security Engineer I,110000,127055,Year,Seattle,WA,98101
I-200-24001037,Certified,2025-11-24,2025-12-14,STRIPE INC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,148500,155956,Year,New York,NY,10001
I-200-24001038,Certified,2025-02-19,2025-03-05,APPLE INC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,145000,155332,Year,New York,NY,10001
I-200-24001039,Certified,2025-12-21,2026-01-17,PALANTIR TECHNOLOGIES INC,15-1212.00,Computer Occupations,Information Security Engineer I,148000,167106,Year,New York,NY,10001
I-200-24001040,Certified,2026-01-06,2026-01-22,ANTHROPIC PBC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,171500,187414,Year,San Francisco,CA,94105
I-200-24001041,Certified,2026-03-17,2026-04-06,OPENAI LLC,15-1212.00,Computer Occupations,Information Security Engineer I,153500,164222,Year,San Francisco,CA,94105
I-200-24001042,Certified,2025-03-20,2025-04-16,AIRBNB INC,15-1212.00,Computer Occupations,Information Security Engineer I,139000,157478,Year,Sunnyvale,CA,94086
I-200-24001043,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1212.00,Computer Occupations,Information Security Engineer I,2500000,2500000,Year,New York,NY,10001
I-200-24001044,Certified,2025-06-03,2025-06-12,META PLATFORMS INC,15-1212.00,Computer Occupations,Information Security Engineer I,123500,141516,Year,Denver,CO,80202
I-200-24001045,Certified,2025-05-23,2025-06-10,STRIPE INC,15-1212.00,Computer Occupations,Information Security Engineer I,114500,127329,Year,Denver,CO,80202
I-200-24001046,Certified,2025-12-02,2026-01-01,UBER TECHNOLOGIES INC,15-1212.00,Computer Occupations,Information Security Engineer I,130000,145964,Year,Denver,CO,80202
I-200-24001047,Certified,2025-11-26,2025-12-17,ANTHROPIC PBC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,129500,135088,Year,Boston,MA,02110
I-200-24001048,Certified,2025-12-12,2025-12-20,MICROSOFT CORP,15-1212.00,Computer Occupations,Information Security Engineer I,141500,152602,Year,Austin,TX,78701
I-200-24001049,Certified,2025-06-15,2025-07-09,CLOUDFLARE INC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,109000,126516,Year,Chicago,IL,60601
I-200-24001050,Certified,2025-07-12,2025-08-06,META PLATFORMS INC,15-1212.00,Computer Occupations,Information Security Engineer I,99500,111559,Year,Austin,TX,78701
I-200-24001051,Certified,2025-03-12,2025-03-24,STRIPE INC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,111000,124539,Year,Chicago,IL,60601
I-200-24001052,Certified,2025-02-12,2025-03-13,DATADOG INC,15-1212.00,Computer Occupations,Information Security Engineer I,111500,119915,Year,Denver,CO,80202
I-200-24001053,Certified,2025-09-12,2025-09-30,AMAZON.COM SERVICES LLC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,112000,127001,Year,Denver,CO,80202
I-200-24001054,Certified,2026-01-04,2026-01-11,STRIPE INC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,129500,146138,Year,Denver,CO,80202
I-200-24001055,Certified,2025-03-10,2025-03-17,APPLE INC,15-1212.00,Computer Occupations,Information Security Engineer I,130500,138204,Year,Boston,MA,02110
I-200-24001056,Certified,2025-09-06,2025-09-13,SNOWFLAKE INC,15-1212.00,Computer Occupations,Information Security Engineer I,137500,152951,Year,Boston,MA,02110
I-200-24001057,Certified,2025-07-18,2025-08-02,APPLE INC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,123500,139230,Year,Denver,CO,80202
I-200-24001058,Certified,2025-02-06,2025-03-08,STRIPE INC,15-1212.00,Computer Occupations,Information Security Engineer I,124000,136427,Year,Austin,TX,78701
I-200-24001059,Certified,2024-12-27,2025-01-13,OPENAI LLC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,136000,142197,Year,Chicago,IL,60601
I-200-24001060,Certified,2025-10-17,2025-11-16,APPLE INC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,121500,131094,Year,Denver,CO,80202
I-200-24001061,Certified,2024-12-09,2025-01-01,AIRBNB INC,15-1212.00,Computer Occupations,Information Security Engineer I,125000,136606,Year,Boston,MA,02110
I-200-24001062,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1212.00,Computer Occupations,Information Security Engineer I,2500000,2500000,Year,Austin,TX,78701
I-200-24001063,Certified,2026-01-09,2026-02-06,SNOWFLAKE INC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,103000,113989,Year,Raleigh,NC,27601
I-200-24001064,Certified,2025-05-21,2025-06-18,AIRBNB INC,15-1212.00,Computer Occupations,Information Security Engineer I,120500,130960,Year,Atlanta,GA,30303
I-200-24001065,Certified,2026-02-24,2026-03-06,CLOUDFLARE INC,15-1212.00,Computer Occupations,Information Security Engineer I,96500,106642,Year,Remote,US,00000
I-200-24001066,Certified,2025-06-27,2025-07-19,APPLE INC,15-1212.00,Computer Occupations,Information Security Engineer I,115000,132492,Year,Raleigh,NC,27601
I-200-24001067,Certified,2026-03-24,2026-04-03,MICROSOFT CORP,15-1212.00,Computer Occupations,Information Security Engineer I,108000,117185,Year,Atlanta,GA,30303
I-200-24001068,Certified,2025-01-24,2025-02-14,PALANTIR TECHNOLOGIES INC,15-1212.00,Computer Occupations,Information Security Engineer I,103500,118231,Year,Raleigh,NC,27601
I-200-24001069,Certified,2025-09-04,2025-09-22,META PLATFORMS INC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,122000,129482,Year,Atlanta,GA,30303
I-200-24001070,Certified,2025-06-30,2025-07-12,STRIPE INC,15-1212.00,Computer Occupations,Information Security Engineer I,106000,114408,Year,Atlanta,GA,30303
I-200-24001071,Certified,2025-12-16,2026-01-07,AMAZON.COM SERVICES LLC,15-1212.00,Computer Occupations,Information Security Engineer I,107500,123640,Year,Raleigh,NC,27601
I-200-24001072,Certified,2026-01-17,2026-01-28,ANTHROPIC PBC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,112500,125995,Year,Remote,US,00000
I-200-24001073,Certified,2025-05-31,2025-06-11,CLOUDFLARE INC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,109500,127600,Year,Remote,US,00000
I-200-24001074,Certified,2024-12-31,2025-01-11,CLOUDFLARE INC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,107000,122909,Year,Remote,US,00000
I-200-24001075,Certified,2025-04-16,2025-05-04,STRIPE INC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,117500,126671,Year,Salt Lake City,UT,84101
I-200-24001076,Certified,2025-05-24,2025-05-31,OPENAI LLC,15-1212.00,Computer Occupations,Information Security Engineer I,117500,125689,Year,Salt Lake City,UT,84101
I-200-24001077,Certified,2025-06-10,2025-06-21,OPENAI LLC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,102500,109584,Year,Atlanta,GA,30303
I-200-24001078,Certified,2025-07-06,2025-07-25,AIRBNB INC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,116000,124227,Year,Atlanta,GA,30303
I-200-24001079,Certified,2025-05-04,2025-05-31,AMAZON.COM SERVICES LLC,15-1212.00,Computer Occupations,Information Security Engineer I,126500,134336,Year,Remote,US,00000
I-200-24001080,Certified,2026-03-20,2026-04-07,AIRBNB INC,15-1212.00,Computer Occupations,Associate Cyber Security Analyst,127500,137078,Year,Atlanta,GA,30303
I-200-24001081,Certified,2025-07-21,2025-08-06,DATADOG INC,15-1212.00,Computer Occupations,Information Security Engineer I,97000,114161,Year,Remote,US,00000
I-200-24001082,Certified,2025-07-29,2025-08-14,AIRBNB INC,15-1212.00,Computer Occupations,Information Security Engineer I,109000,117565,Year,Raleigh,NC,27601
I-200-24001083,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1212.00,Computer Occupations,Information Security Engineer I,2500000,2500000,Year,Atlanta,GA,30303
I-200-24001084,Certified,2025-01-31,2025-02-18,ANTHROPIC PBC,15-1212.00,Computer Occupations,Security Engineer II,174500,187136,Year,Sunnyvale,CA,94086
I-200-24001085,Certified,2026-01-02,2026-01-23,OPENAI LLC,15-1212.00,Computer Occupations,Application Security Specialist,179500,185674,Year,Seattle,WA,98101
I-200-24001086,Certified,2025-08-19,2025-09-07,OPENAI LLC,15-1212.00,Computer Occupations,Application Security Specialist,169500,185446,Year,San Francisco,CA,94105
I-200-24001087,Certified,2025-04-29,2025-05-13,APPLE INC,15-1212.00,Computer Occupations,Application Security Specialist,184000,202999,Year,Seattle,WA,98101
I-200-24001088,Certified,2025-12-22,2026-01-05,DATADOG INC,15-1212.00,Computer Occupations,Application Security Specialist,193000,210067,Year,Sunnyvale,CA,94086
I-200-24001089,Certified,2025-02-07,2025-02-19,DATADOG INC,15-1212.00,Computer Occupations,Application Security Specialist,166000,182238,Year,San Francisco,CA,94105
I-200-24001090,Certified,2025-10-23,2025-11-07,CLOUDFLARE INC,15-1212.00,Computer Occupations,Application Security Specialist,202500,217155,Year,San Francisco,CA,94105
I-200-24001091,Certified,2025-10-19,2025-10-31,STRIPE INC,15-1212.00,Computer Occupations,Application Security Specialist,179500,191328,Year,New York,NY,10001
I-200-24001092,Certified,2025-03-08,2025-03-21,MICROSOFT CORP,15-1212.00,Computer Occupations,Security Engineer II,195500,205252,Year,New York,NY,10001
I-200-24001093,Certified,2024-12-24,2025-01-08,OPENAI LLC,15-1212.00,Computer Occupations,Security Engineer II,191500,198374,Year,San Francisco,CA,94105
I-200-24001094,Certified,2025-09-09,2025-10-01,DATADOG INC,15-1212.00,Computer Occupations,Security Engineer II,198000,207708,Year,New York,NY,10001
I-200-24001095,Certified,2026-02-01,2026-02-14,APPLE INC,15-1212.00,Computer Occupations,Security Engineer II,162000,174156,Year,Seattle,WA,98101
I-200-24001096,Certified,2025-12-05,2026-01-03,CLOUDFLARE INC,15-1212.00,Computer Occupations,Security Engineer II,191500,202848,Year,Seattle,WA,98101
I-200-24001097,Certified,2025-10-14,2025-11-02,CLOUDFLARE INC,15-1212.00,Computer Occupations,Security Engineer II,172000,183031,Year,New York,NY,10001
I-200-24001098,Certified,2025-07-06,2025-07-18,ANTHROPIC PBC,15-1212.00,Computer Occupations,Security Engineer II,169000,174357,Year,Sunnyvale,CA,94086
